Idea reference,Idea name,Idea categories,Idea assigned to,Idea status,Idea created date,Idea votes,Idea tags,Idea description,Created by email domain,Idea portal comments,Idea voter email domains
DFE-I-1030,Multiple titration protocols available per pharmacy item,Medication Management,Default (Unassigned),Product Owner Review,2023-09-12 18:24:19,7,,"You should be able to add multiple titration protocols to each pharmacy item so that indication specific titrations may be selected during order entry. If the frequency and/or rate is ""titration"" order entry should require the selection of a titration protocol. For example, levophed 4mg/250mL should have a sepsis protocol, post-cardiac arrest protocol and AKI protocol for the provider to select during order entry.",hrrmc.net,,"prmc.org,yahoo.com,att.net,hrrmc.net,cpsi.com,bayoubendhealth.org,cmhcare.com"
DFE-I-1031,One touch MAR documentation during anesthesia or procedural cases,Medication Management,Default (Unassigned),More Information Needed,2023-09-12 18:31:16,10,,"Providers that use medications in procedural areas (anesthesia, OR, conscious sedation) need a MAR that does not require orders, because they are licensed independent practitioners administering the medication, but allows for the selection of a medication they are using to provide details of administration, including charge at admin and dose given/wasted.",hrrmc.net,"Jonathan Trenary Dec 8, 2023
At HRRMC we have decided that the CRNAs will use the charge app to accomplish this ""near charge at administration"" functionality by allowing them to scan medication during a case and document the actual dose given for waste capture and real time charge generation. Unfortunately we are going to have to scan in the GTIN for all medications found in their Pyxis so that they can scan and pull up the correct item number, furthermore there is not the same level of detail that could be captured in the MAR regarding medication administration. For this to be a widespread useful tool, the charge app would need to be able to scan items based on page 2 in pharmacy information and capture the same level of detail as the MAR. Perhaps it would be a new app specific for providers. Providers do not need orders and therefore they do not need orders verified, but they do need to be able to accurately document in real time medication administration and subsequently participate in charge at administration, which the gold standard for patient charging/documentation. Please feel free to schedule a call to discuss.

Lori Luciano Dec 12, 2023
We need CRNAs to have the ability to document medications given in OR with needing an order to do it. This will then help with the next administration dose on the Floor or in PACU. We have multiple work arounds for Toradol, Benadryl, IV Tylenol, Antibiotics dosing.","caldwellmedical.com,gibsonhospital.org,rch-lyons.com,bhsh.com,desotoregional.com,monroesurgical.com,hrrmc.net,avhealthsystem.com,cpsi.com"
DFE-I-1032,Patient Photo - Chartlink Photo,Registration,Default (Unassigned),Product Owner Review,2023-09-12 19:51:28,16,,Please enhance/upgrade the ability to take a patient photo at registration with newer webcam technology that allows for the picture to be taken and immediately uploaded in to the patient's record as their patient photo. We should not have to manipulate the photo to the desktop and upload to EFM.,spartahospital.com,,"prmc.org,caldwellmedical.com,allenhealth.net,osshealth.com,cozadhealthcare.com,pchsgrant.com,yahoo.com,kingmanhc.com,kchc.net,spartahospital.com,lgh-jena.org,bayoubendhealth.org,cmhcare.com,alhnet.org"
DFE-I-1033,Prepare for push towards Infusion Pumps with bi-directional interoperability with Thrive EHR,Medication Management,Default (Unassigned),Product Owner Review,2023-09-13 15:24:48,1,,"Every new entry of information allows for mistakes. IV pump medication errors are so high that there is a push towards infusion pumps with bi-directional interoperability. This should be on our radar and exploration of partnerships with companies that produce this types of pumps considered.

* In 2020, the Institute for Safe Medication Practices (ISMP) revised its guidelines for institutions using I.V. smart pumps to include the following:
* All I.V. medications should be administered through programmable smart pumps using DERS.
* Institutions using I.V. smart pumps should plan for bi-directional (auto-programming and auto-documentation) interoperability with the electronic health record (EHR).
* https://www.myamericannurse.com/understanding-infusion-pump-technology/",cpsi.com,,cpsi.com
DFE-I-1034,Radio Buttons for Physicians to click to capture quality metrics,Documentation,Default (Unassigned),Product Owner Review,2023-09-13 18:03:06,9,,The capture of data for key metrics in the ED is not intuitive - specifically the time the ED provider see's pt and time of decision to admit require too many clicks to be performed by a physician or provider in the ER log section. This entire build needs to be redeveloped and tailored to their primary location of work flow - notes.,nrmchealth.com,"Linda Beeson Oct 3, 2023
Notes needs radio buttons, multiple choice functionality, and dropdown boxes. There is currently very limited functionality with Notes. Also need to be able to pull data out of Notes electronically.","midcoasthealthsystem.org,slhd.org,yahoo.com,nrmchealth.com,kingmanhc.com,smdh.net,rvmc.org,hrrmc.net,wcmhosp.org"
DFE-I-1035,Communication Center Mailbox replacing current Chart Communication app,Communication Center,Default (Unassigned),Product Owner Review,2023-09-14 00:09:29,15,,"Today it was stated that since Chart Communication is a legacy application it likely won't have any enhancements made to it. Comm Center Mailbox will likely replace Chart Communication. Although I believe this is a step in the right direction, I want to make sure it is well thought out so here is some feedback:

1. Current Mailbox is outside of a patient's chart and although the conversation can be saved to a patient record, there is risk that at the point it is saved the conversation may continue and the entire conversation is not saved. I would like to see design so that if a conversation is started outside of a patient chart there is no way to save it to the patient chart thus necessitating that a message that should be in a patient chart is started within a patient chart. or alternatively, some other means that when a mailbox message is started it is immediately tied to a patient thus saving it in the patient chart and making it accessible from the patient chart should the patient call or otherwise make contact anywhere in our system. I know you can select a patient and attach from a patient when composing new mail but it doesn't save the message to the patient chart. We require everyone to review open communications as they may contain information of messages left for a patient that need relayed at the next possible encounter with the patient.
2. A patient specific message needs to be able to be routed to staff assigned to groups assigned to providers so that we can get away from department notifications and route messages to staff working roles for individual providers or groups of providers. Triage staff should be sent some messages that need clinical input yet other messages about scheduling may go to a different group and referral request to yet a different group. all based on a role that a person is working that day. Tomorrow they may be working a different role. Our staff do travel that much and work different or multiple roles.
3. There should be a PDC card for messages open/incomplete that are unique to a patient in their chart similar to chart communications that can be referenced during a visit or patient contact and completed by anyone.
4. I feel there needs to be work on the address book in Communication Center. We now have 6 faxage # and already we identify that each fax # would benefit from their own address book since they are distinctly unique in many ways on who they fax to. Since Mailbox is all internal, I would like to see the ability to carve out entries that are made strictly for faxing from what display when I look up to create a new message. We are also just beginning to start secure texting so I'm not sure how that is going to muddy the address book . We already have duplicates and need to do a clean up. What security behaviors exist around the address book? How can any CPSI representatives that are in the address book be hidden? If users are set up for interface purposes, can they be marked not to show in the address book? Can test MD and users be set not to show in the address book unless we choose to have them show?
5. Can there be a discussion about saving messages at a profile level vs a visit level. I was actually signed in to our clinic facility but attached a hospital note and sent it to the PCP. But when I went to attach the communication to an encounter it is only showing me clinic encounter when in reality I felt like this could go to either a clinic or hospital encounter but most definitely needs to show at the patient level in either facility. When patients call they don't always call associated with a specific encounter but with general questions. We always pick the most recent visit because that is what we have to do. It would be nice to progress to placing the message on the patient as a whole.
6. When attaching as designed today to an encounter, the Subject line becomes the Document Name, the Document type defaults to Healthcare Communication Document but we have to create and select a Document Category. Can this be reviewed and assessed? Is a document category truly necessary vs a general default category to save us clicks and time? Then it shows in clinical history as a scanned image. How about a new filter for Healthcare Communication Documents so the provider can filter on or off - Messages. In some patients these can be numerous and truly eat up the clinical history app so hiding them would be a blessing. If the provider has them filtered on then it would be nice if incomplete/unanswered ones would display in a different color or with an indicator so the provider could address them or at least be aware of them.

I'm sure there will be more but this is what we have for now. Thank you!",spartahospital.com,"Sara Kress Nov 1, 2023
To add:

1. We have some chart communication messages for the year. If they are a nursing home patient, there is frequent communication and we are not going to make a new message each time. Also Controlled Substance and Pharmacy managed Coumadin clinic continue.
2. In the clinic, most chart communication is sent to the that physicians nurse. What if the nurse is sick that day and other staff fill in and need to keep working that list? What if they are in an accident, get hospitalized, have surgery - how can anyone else access those messages that have been sent if there isn't a group or the current option of Associations? The nurse left last night at 5pm, the provider worked until 7pm and sent messages for them to followup with patients regarding their lab or radiology results. They just stay stuck in the original users inbox forever and no one can get to them?","prmc.org,fairfaxmed.com,rch-lyons.com,edcomed.com,lgh-jena.org,bayoubendhealth.org,franklinfoundation.org,ahmchealth.com,yahoo.com,okmh.org,kchc.net,monroesurgical.com,spartahospital.com,cmhcare.com"
DFE-I-1036,Displays PMP History checked on Med Rec,Medication Management,Default (Unassigned),Product Owner Review,2023-09-14 12:29:45,16,,"It would be very helpful for physicians if when they check the PMP History that it auto populated to the Med Rec or Prescription Entry. Many have complained it does not and at other facilities, it does.",mygcgh.org,"Sabrina  Wiles Apr 17, 2024
Our facility is requesting an enhancement to the current integration with the Prescription Monitoring Program (PMP) within the TruBridge EHR system. All our providers have expressed a strong need for a feature that automatically logs PMP checks directly into the patient's chart.

This log should ideally capture the following information:

Date and Time of PMP Check: Creates a clear audit trail for each patient encounter.

Accessing Provider: Ensures transparency and accountability for each check.

An even more valuable feature would be the ability to optionally include a summary of the data reviewed during the PMP check. This would provide a more complete picture for future reference and informed prescribing decisions.

Integrating a PMP history log into the EHR system would offer significant benefits for both our patients and providers:

Improved Patient Safety: A readily available history log allows for more informed prescribing decisions and reduces the risk of medication misuse.

Enhanced Provider Protection: A documented record of PMP checks demonstrates adherence to best practices and fulfills regulatory requirements.

We believe this enhancement would significantly improve the workflow and efficiency of our providers while directly contributing to our commitment to patient safety.

We would appreciate it if you could consider adding this functionality to your future product updates.","prmc.org,caldwellmedical.com,medinamemorial.org,emhcare.net,gmail.com,bayoubendhealth.org,surgeonschoice.com,cfhis.org,mygcgh.org,gibsonhospital.org,yahoo.com,eomchospital.com,kchc.net,monroesurgical.com"
DFE-I-1037,Copy Paste functionality when creating Flowcharts,Flowcharts,Default (Unassigned),Unlikely to Implement,2023-09-14 14:36:24,8,,I know you are in the process of moving away from Flowcharts into some new documenation options for nursing but until that happens we are still forced to create anything new in the outdated old side of CPSI Thrive UX System Menu so is there anyway to enable Copy Paste functionality while we still have to use these for building? What I mean I have a CPSI Best Practice Flowchart from CPSI that I'm using to build a new Flowchart and it's in an excel spreadsheet so I used that one from CPSI and edited it and moved it around and added and removed lines and basically formatted my entire Flowchart I want to build within this excel spreadsheet and I thought that I could go into TUX > Print Reports > Nursing Chart Masters > chart category > Physical Assessment > user defined PA Category > and basically copy the line from excel and paste into TUX in the Question box but paste doesn't do anything so I went into Thrive Web Client and went into same area and tried it there and paste doesn't work there either so unfortunately now I have to retype ever single question and answer so that is very cumbersome so was hoping it might be easy enough to change something to allow pasting into this area of TUX or Thrive Web Client? If I could already utilize your new documentation option for nursing this wouldn't matter but I have to create a flowchart for our CNAs to document on so I have to use the old stuff.,rch-lyons.com,"Michelle Mason Sep 19, 2023
Copy and paste is available in Chart Masters in TUX. I have created many flowcharts using this option over the years. You do want to mind the max characters and be careful with any special characters, but the Text field will accept paste. Make sure you are selecting just the text in your Excel document and not the cell.","caldwellmedical.com,rch-lyons.com,lgh-jena.org,fallonmedical.org,yahoo.com,wcmhosp.org,girardmedicalcenter.com"
DFE-I-1038,The ability to have an add on order option and a miscellaneous option for tests not in the system,"Ancillary,Order Management",Default (Unassigned),Already Exists,2023-09-14 16:05:01,2,,This would flag the main lab that a test has been added from previous orders. It would also allow for entering the name of tests not in the menu to avoid confusion and missed tests.,monroeregionalhospital.com,"dnewby@prmc.org Oct 2, 2023
I'm not sure I fully understand the second part of this request. You should be able to create a miscellaneous item with a comment field already if you really wanted to. We used to have them setup for all the ancillary departments before we went to specific items. If providers need to order something and it's something you do, why isn't it in the item master? If they just can't find it, you can add what they call it in the alternative names.","yahoo.com,monroeregionalhospital.com"
DFE-I-1040,Note Template unpublished automatically un-favorites it for users.,Notes,Default (Unassigned),Open for Comment,2023-09-15 14:51:17,9,,"If a note template is unpublished it still shows in the users favorite list, it is getting unpublished becuase it should no longer be used. So, it should automatically take it off all users favorite list.",girardmedicalcenter.com,"Chason Hicks Jul 23, 2024
Thanks for the comment @guest. I can certainly see why you would want these to not be available in this scenario. One additional question, how often would someone un publish a template to do some work on it and then re publish when they're done? Just thinking about both sides here - if that is a common practice, and these templates we're auto-removed from favorited lists, then users would need to re-favorite them after re-publishing the template. This may not be a common workflow, but thought I would ask!

Angela Plummer Jul 23, 2024
I think this then would go back to the Dream Factory idea of Allow admin users to add Notes templates and Filters to providers' My Favorites View.

Janna Sartin Jul 23, 2024
It is that and also once the template is favorited, any changes to the template does not update the favorited one. This is frustrating, trying to guess at all the users that use that template and telling them to unfavorite and re-favorite so they get the change.","medinamemorial.org,pmhnet.com,bayoubendhealth.org,franklinfoundation.org,gibsonhospital.org,madriverhospital.com,kingmanhc.com,eomchospital.com,girardmedicalcenter.com"
DFE-I-1041,Health history and Console don't behave the same when it comes to Adding Procedures.,"Health History,Patient Data Console",Default (Unassigned),Future Development,2023-09-15 21:45:43,1,,"In Health History you can have the procedure, date, and comments. In Console you can add the procedure, date, and an attachment. In Health History in the surgical history/procedure section you can't see the attachment that was added in console and you can't add an attachment. In console you can't see a comment that was added in Surgical History/procedures. It needs to be cohesive and behave the same in both areas. Continuity is key in an EHR.",yahoo.com,,yahoo.com
DFE-I-1042,Cosigner default,Notes,Default (Unassigned),Product Owner Review,2023-09-15 22:04:09,9,,"The cosigner default needs be customizable to role/user & not just global. Our NP hospitalists' and Physician backup (co-signer) are on for a week straight. The NP want/need this to default to Previous co-signer. we also have Rehab mid-levels that send to varies providers, they do NOT want their co-signer defaulting to previous co-signer, they need no default co-signer. We are having Notes go to the wrong providers. I have re-educated.. a few times.",pmhnet.com,,"cozadhealthcare.com,prairielakes.com,pmhnet.com,lgh-jena.org,yahoo.com,kingmanhc.com,wcmhosp.org,cmhcare.com"
DFE-I-1043,"PMP History not showing for a patient if they have moved to different addresses. We have noticed that if a patient has moved to a different address, the PMP history will not show the complete history. It will only show the history for the prescriptions filled at the present address that is in the system and filled at the pharmacy, but if you go to the official site to check the PMP history and don't go thru the button in Thrive, it will show the complete PMP History. There has to be a way for Thrive and Bamboo to make it a possibility to show the whole PMP history instead of just for one address. ",Medication Management,Default (Unassigned),Product Owner Review,2023-09-15 22:28:42,2,,,yahoo.com,"Lynn Perry Dec 13, 2023
Would you please open an Interface Support situation so that we can look at a current query where this is applicable.

Linda Pfeifle Dec 14, 2023
I did put a case in when we noticed it in September, and it was closed. They said it would only show the history for the present address that is in the system. That is why I added this to the dream factory.

Lynn Perry Dec 14, 2023
Would you mind giving me that situation number?

Linda Pfeifle Dec 14, 2023
9821596

Lynn Perry Dec 14, 2023
Thank you.","yahoo.com,kingmanhc.com"
DFE-I-1044,Add a comma after each listed item in Note phrase list ,Notes,Default (Unassigned),Product Owner Review,2023-09-18 14:50:24,4,,Add a comma after each item listed from Note phrase list,pmhnet.com,,"prmc.org,caldwellmedical.com,pmhnet.com,yahoo.com"
DFE-I-1045,make HIE OUT messages viewable from the IMS Utilities dashboard,Interface,Default (Unassigned),Product Owner Review,2023-09-18 18:48:36,6,,If the CCD query messages being sent via the automated HIE OUT channel were visible from the IMS Utilities dashboard we could monitor for issues and have a way to confirm we are sending queries to meet the measure.,prairielakes.com,,"prmc.org,cozadhealthcare.com,yahoo.com,prairielakes.com,wcmhosp.org,crmccares.com"
DFE-I-1046,Lab notification for nursing staff for labs due on shift (Vancomycin troughs),"Ancillary,Tracking Board | Patient Search",Default (Unassigned),Product Owner Review,2023-09-18 19:13:23,6,,Could there be a notification for nursing for labs that are due on their shift such as Vancomycin troughs on the third dose of the medication?,sweetwaterhospital.org,"Carlos Frausto Dec 17, 2023
Hi, Amy.

Our pharmacy creates theses lab troughs/peaks as ""medications"" on the MAR for nursing to see. It works very well for us. The nurse can see what time to draw per Rx timing.","prmc.org,bsmc.org,lgh-jena.org,fallonmedical.org,yahoo.com,sweetwaterhospital.org"
DFE-I-1048,informal permanent documentation attached to lab results for clinic providers,Ancillary,Default (Unassigned),Needs Review,2023-09-19 18:20:08,4,,"Clinic providers want to be able to attach an informal permanent note to a lab or x-ray result that documents informing the patient of the results and any actions they have taken to address those results. (i.e. ordered additional tests, increased, decreased or changed medication).",bgh.org,,"lgh-jena.org,yahoo.com,bgh.org,kchc.net"
DFE-I-1049,put Care time field in the ED Log,Documentation,Default (Unassigned),Product Owner Review,2023-09-19 20:30:29,10,,"Care time: the amount of time the provider spent with the patient in the ED. There needs to be a standardized field this can be put in that can be pulled by a report. ALL hospitals use these to come up with their yearly cost reports. Right now we review each ER providers note, get the care time and put it in an excel spreadsheet, it is uncecessarily time consuming. With some of the newer updates it is now easy to go to the ER Tracking Board > Notifications > down arrow icon > Throughput times- Physician Decision to Admit Date/Time - this jets to the ED Log where they put their decision to admit date and time, why not put a field for care time?",girardmedicalcenter.com,,"midcoasthealthsystem.org,slhd.org,yahoo.com,nrmchealth.com,kingmanhc.com,smdh.net,rvmc.org,hrrmc.net,wcmhosp.org,girardmedicalcenter.com"
DFE-I-1051,Allow a 6 digit provider user to enter a future order for another provider,Order Management,Default (Unassigned),Product Owner Review,2023-09-19 21:10:31,2,,"We have the need for a 6 digit provider UBL to be able to enter a future order under the ordering name of another provider. Similar to what a 5 digit staff UBL would do, they need the ability to change the ordering physician name and have the system reflect that they entered the order on behalf of provider xx. Many times our NPP assist staff and the MD by entering future orders on patients for the MD but want the order to reflect the MD entered so the results go to the MD. We could set them up with a 5 digit UBL but they shouldn't be bothered with having to login as a different UBL simply to reflect they are placing an order for another provider.",spartahospital.com,,"spartahospital.com,cmhcare.com"
DFE-I-1053,Communication Center Retention Policy Settings Needed,Communication Center,Default (Unassigned),Product Owner Review,2023-09-20 16:26:17,4,,"I would like to see Communication Center have settings to allow each facility to set a retention timeframe for faxes, messages, secure texts that follows their organizational retention policy. We are a freedom of information facility and we have retention policies so that we are not bound to produce these types of communication permanently for FOIA or legal cases. Obviously if the communication has been saved to the patient's chart then there are different retention policies that come in to play. I am only referring to the communication center items that are at the highest level and not saved to a patient chart.",spartahospital.com,,"caldwellmedical.com,rch-lyons.com,yahoo.com,spartahospital.com"
DFE-I-1054,"Need a print button on the Health History screen so it prints the whole health history on a patient or have a print button that lets you print certain sections of health history without having to go into the Print Electronic Record. Not everyone has access to the Print Electronic Record, and it is just too many steps. ","Documentation,Health History",Default (Unassigned),Future Development,2023-09-20 16:29:08,12,,,yahoo.com,"Alicia Oien Mar 7, 2024
Being able to have our clinical team print the Health History information from that screen would be so helpful! As of right now, there is no where for the clinical team to grab all of that information in one place.

Stuart Turner May 8, 2024
I agree we need the ability to print the Health History, after all it is part of the medical record and we need to be able to send that information with all transfers.","pomerenehospital.org,haskellregionalhospital.com,lchdhealthcare.org,jackhosp.org,pchsgrant.com,yahoo.com,nrmchealth.com,pmhnet.com,decaturhealth.org,lgh-jena.org,cmhcare.com"
DFE-I-1055,NOW option for Medications,Medication Management,Default (Unassigned),Unlikely to Implement,2023-09-20 20:18:56,7,,"Right now there is only an option for a ""STAT"" dose of medication, which most of the time isn't necessary. Usually, patients just need a ""now"" dose of medication because the order is past the scheduled daily dose. We are trying to get medical staff to stop ordering things ""STAT"" that are really meant to be ""NOW"" orders.",att.net,,"prmc.org,caldwellmedical.com,gmail.com,franklinfoundation.org,fallonmedical.org,yahoo.com,att.net"
DFE-I-1056,"Need e-form database code that pulls the entire providers name, not just the abbreviated name.",Electronic Forms,Default (Unassigned),Product Owner Review,2023-09-21 13:43:32,8,,"Currently, the only provider database codes that pull data into an e-form are ones that pull an abbreviated version of the providers name. We would like a database code created that will pull the entire providers name into the field.",midcoasthealthsystem.org,,"caldwellmedical.com,wardmemorial.com,midcoasthealthsystem.org,lgh-jena.org,grapehospital.com,evident.com,monroesurgical.com,avhealthsystem.com"
DFE-I-1057,Drop down menu for both the Anesthesiologist and the anesthesia type needed in schedule.,Patient Scheduling,Default (Unassigned),Product Owner Review,2023-09-21 15:26:36,3,,On the new schedule we need a spot for the Anesthesiologist and the anesthesia type. Similarly to the Physician look up tool,madriverhospital.com,,"lgh-jena.org,madriverhospital.com"
DFE-I-1058,"Diet ordering: next meal instead of filling out: instructions, start meal, start date",Order Management,Default (Unassigned),Already Exists,2023-09-22 14:36:03,3,,"My providers get miffed at filling out multiple spots for a simple diet order. They would like to select next meal instead of filling out instructions, start meal, start date.",girardmedicalcenter.com,"Michelle Mason Oct 30, 2023
The Order Entry questions for Diet Orders may be customized to meet the needs of your providers and kitchen staff.

Linda Pfeifle Oct 31, 2023
How exactly could they be customized to make them simpler?

Michelle Mason Oct 31, 2023
You have four lines to ask whatever questions are needed to ensure the order is communicated. If the providers want to select ""next meal"" (as in this request) instead of start meal and date, that can be set up as an option.

Janna Sartin Oct 31, 2023
Got it, thank you!

Linda Pfeifle Oct 31, 2023
Can you tell me where that is exactly where that would be set up?

Michelle Mason Oct 31, 2023
System Menu > Hospital Base Menu > Charge Tables and Inventory > Item # > Order Entry Questions (for POC OE questions)

System Menu > Hospital Base Menu > Charge Tables and Inventory > Item # > Physician ChartLink Questions (for CPOE)

Any question lines used must match the Order Entry Questions exactly.","caldwellmedical.com,yahoo.com,girardmedicalcenter.com"
DFE-I-1059,Health Maintenance/Preventative (Preventative List is in Communications screen right now.),"Communication Center,Patient Data Console",Default (Unassigned),Product Owner Review,2023-09-22 18:32:27,9,,"In Thrive there is a preventative list that is in the Communications; however, it has no ability to create a letter to send to the patient, no way to choose specific labs, exams and then to complete them once completed in Thrive, no way to see if it was sent via text/email/mail (chosen communication method), no way to choose a date when to send it, no way to remind you that it is getting nearer to the time they are supposed to have this done to send the letter, etc. In Healthland Centriq we were able to put that a Colonoscopy was due for instance in January 2024. Then we could set a date range that we would see overdue and due exams for January that we would then see all the patients due for that exam, test, etc. Then we would generate a letter, and click on a box to show that we printed the letter to send. It took a lot of the guess work out of reminding patients for what they were due for. Now in the preventative list in Thrive the only thing we are able to do is enter a due date, a note about what it is, and what the communication method is which must be defaulted from their profile. Then we can run a report for the overdue preventatives, but that is all. There needs to be a way to generate a letter from there and show that it was printed/sent. The preventative list should also be a filter in the notes screen so providers can pull that into their notes.",yahoo.com,"Amy Miller Nov 16, 2023
Preventatives section of the chart should be able to look at the diagnosis of the patient and the age of the patient and automatically pull what preventative tests the patient should be getting scheduled for such as Breast Cancer Screening, Colorectal Cancer Screening, Kidney Health Evaluation for Patients with Diabetes, Eye Exam for Patients Diabetes, Diabetes Care - Blood Sugar Controlled, Care for Older Adults, Functional Status Assessment, Statin Therapy for Patients with CV Disease, or Osteoporosis Management in Women who had a fracture","caldwellmedical.com,haa.ai,lgh-jena.org,yahoo.com,sweetwaterhospital.org,nrmchealth.com,eomchospital.com,spartahospital.com"
DFE-I-1060,Remove the block out on all providers.,Patient Scheduling,Default (Unassigned),Product Owner Review,2023-09-22 18:58:34,5,,"Sometimes when scheduling a block out for a meeting we will schedule all providers, but when that meeting needs to be moved we have to remove the block out from each individual provider. It would be helpful to be able to remove the block from all providers at the same time.",cozadhealthcare.com,,"cozadhealthcare.com,yahoo.com,eomchospital.com,chomepgh.org,lgh-jena.org"
DFE-I-1061,Please enhance Order Chron standard view,Order Management,Default (Unassigned),Product Owner Review,2023-09-24 22:04:09,4,,"My staff will not use order chron expanded view. I've tried to get them to use it but they won't. And I dont' blame them -- I don't like it either. It is too bulky and difficult to scan. It has a lot of unnecessary info that gets in the way.

Please add the following features to the standard view: the ability to sort based on nursing order category (so that orders can be grouped together by type), the ability to resort by clicking on column headers and resize columns (so that they can see all of the order detail) and have it STICK when they go to print. Currently, all sorting/resizing of columns that is done within standard view isn't maintained when you generate the pdf. Consequently my staff are still printing the Medact, which isn't accurate since it does not contain ancillary orders. It is also a barrier to our facility fully adopting web client as staff are not willing to use Order Chron to print their orders.

To make it even better:

* do away with expanded view. Have a dropdown caret that they can click on to see the info that is in expanded view when needed
* make it so ALL order instructions show up in standard view. Don't cut them off.
* whatever formatting changes are made on the screen need to stick when the pdf is generated.

Before anyone says that printing orders is not best practice ... our staff frequently takes our patients on appointments out of the buildings and MUST print the current orders to take with them. I would think that other facilities would have a similar requirement when transferring patients out.",chomepgh.org,"adalton@caldwellmedical.com Oct 11, 2023
It would also be great if there was a conversation bubble on the standard view like on the Expanded, that shows instructions are attached

Michelle Mason Oct 30, 2023
Have you looked at the 24 Hour Summary options for this ""ticket to ride"" type functionality?


Also, note that Nursing Order Category is in the Additional Info column and may be sorted.

kimberly hennigan Nov 1, 2023
Some staff use the 24 hr summary but it is not the same as an order printout, which is what we need.

The nursing order category can be sorted, but it is only available in the expanded review style so that doesn't help when my issue is that my nurses won't use the expanded review style. It would be nice if the nursing order category was available in the standard review style, but it would only be helpful IF you could sort by it and it would STICK when you print. Which is my issue. Nothing in the standard review style sticks when the pdf is generated.

Michelle Mason Nov 1, 2023
Appreciate the update. When you say order printout, what are you envisioning? I recommended the 24 Hr Summary (or Patient Summary) because it can be configured to include all orders and show all lines of a Nursing Order along with the most recent comment.

The Category is available in the Standard view in the Additional Information column and is sortable.

kimberly hennigan Nov 1, 2023
Ok, I see now where the order category is available in standard view, but that doesn't really change anything. You can sort by it, but that sort does not stick when you generate the pdf. Which again, is the entire issue. Changes made to Order Chron standard view do not stick when the pdf is generated.


I'm not sure why you are brining up the 24 hours summary when we are looking for a way to print order chron. It does have some settings you can tweak in nursing chart masters, but ""tweak"" is about the extent of it. The 24 hour summary contains more than orders, it prints on more than one page even when one page would do (because of the graph that I can't get rid of), and it isn't very well organized. It has info we don't need and is missing info we do need. (Most staff hate that VS/I&O graph. It takes up way too much room for little value.)


What we are envisioning is a printout of order chron that does maintains whatever changes that are made to the display when the pdf is generated/the orders are printed. So if the columns are resized so that the entire order can be seen, that is maintained. If the column headers are used to resort the orders, that is maintained. They shouldn't be sticky to the point where that same sort order is maintained when you go to another chart; it just needs to stick when order chron is printed.

Michelle Mason Nov 2, 2023
Existing documents like the 24 Hr Summary have been used for taking patients to appointments outside the building because they do include information like vitals to reference during those appointments, do not cut off Nursing Orders, include the last documented comment, can include omitted or PRN medications given, etc.

From your comments, I see you are looking for the PDF document from Order Chron to print as you have it on the screen.","caldwellmedical.com,lgh-jena.org,yahoo.com,chomepgh.org"
DFE-I-1062,Antimicrobial review,Antimicrobial Stewardship,Default (Unassigned),Product Owner Review,2023-09-25 14:27:51,11,,"We need the ability to change date/time on antimicrobial review. The review may have been completed but not yet documented within the application, and need to be able to change the time in order to meet 48hr timeout standards",monroesurgical.com,,"caldwellmedical.com,cozadhealthcare.com,putnamgeneral.com,kingmanhc.com,eomchospital.com,desotoregional.com,monroesurgical.com,rvmc.org,hrrmc.net,lgh-jena.org"
DFE-I-1063,Change Default Order Entry TYPE,Order Management,Default (Unassigned),Product Owner Review,2023-09-25 14:58:51,10,,"When nurses are placing orders within Evident, the ""Order Type"" (written, verbal, telephone, etc) currently defaults to whatever was previously used. So if a 'written' order type was placed and submitted, the next time an order is placed, the type is auto set to 'written'. This is causing entry errors, which downline is causing charging & billing errors. I suggest the default always be set to the ""<Select>"" that way the order entry type always has to be selected before moving forward with the order, eliminating this problem.",woodlawnhospital.com,,"caldwellmedical.com,rch-lyons.com,yahoo.com,woodlawnhospital.com,eomchospital.com,chomepgh.org,hrrmc.net,lgh-jena.org,cmhcare.com,westholtmed.org"
DFE-I-1064,Preventative List Screen,"Documentation,Patient Data Console",Default (Unassigned),Product Owner Review,2023-09-25 19:41:39,3,,"Our facility is trying to be as efficient as possible with MIPS and PI. Doctors are wondering if the preventative list screen and eCQM screening questions could be added to the console application. Being able to pick all the measures we are working on for the year, and putting them all in one spot, would prevent questions and screenings from being missed.",mcmedical.org,"Linda Pfeifle Sep 29, 2023
Would also be nice if the preventative list screen could be a filter in notes and the providers could bring it into their note if they wanted to.

wrogers@mcmedical.org Oct 11, 2023
Good morning,

I received the this email, letting me know the status has changed, but I am not sure what I am supposed to do. The Status is Need Product Owner Review.

Thank you,

Billy Rogers
Clinical Informaticist
530-623-2687 Ext. 5012

[Description: cid:image003.png@01D0A747.BEDA7990]
Mountain Communities Healthcare District
Trinity Hospital
60 Easter Ave.
Weaverville, Ca 96093

Kari Reintsma Feb 9, 2024
We would love to have the Preventatives added to the Console as well - it would be an easy spot to see what is needed when for each patient, and much better than searching through the whole list of all the patients in Tasks.

Tricia Matthews Jun 5, 2024
I concur! This functionality would be a great addition to help streamline the healthy management of well patients.


Tricia Matthews, RN

IT Clinical Analyst

417-448-2417

Nevada Regional Medical Center

Nevada, MO","yahoo.com,nrmchealth.com,mcmedical.org"
